Polygon_ID,acq_date,frp,acq_time,ELEV_sum,ELEV_mean,SLP_sum,SLP_mean,EVT_sum,EVT_mean,EVH_sum,EVH_mean,EVC_sum,EVC_mean,CBD_sum,CBD_mean,CBH_sum,CBH_mean,CC_sum,CC_mean,CH_sum,CH_mean,c_latitude,c_longitude,TEMP_min,TEMP_max,PRCP,SNOW,WDIR_ave,WSPD_ave,PRES_ave,WCOMP,frp_scaled
1900468,2016-07-30,3.6,950,206520.0,717.0833,6000.0,20.833334,26072.0,181.05556,20570.0,142.84723,1018235.0,7071.076,6040.0,41.944443,2005.0,13.923611,8900.0,61.805557,35720.0,248.05556,-2264051.24289801,1793505.4206071598,14.8,16.0,23.8,0.0,0.0,303.6,11.2,1009.3,0.6627578316815741
1900486,2016-07-28,4.7,"1028,2149",225768.0,783.9167,8860.0,30.76389,33424.0,232.11111,30214.0,209.81944,1029142.0,7146.8193,4970.0,34.51389,958.0,6.6527777,5755.0,39.96528,17490.0,121.458336,-2264051.24289801,1786755.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,0.7558748556724915
1900503,2016-08-09,1.5,1003,269912.0,865.10254,7190.0,23.044872,40445.0,259.26282,36730.0,235.44872,1140226.0,7309.141,6664.0,42.71795,1043.0,6.6858974,6610.0,42.371796,22500.0,144.23077,-2264051.24289801,1780380.4206071598,16.0,13.6,22.2,0.0,0.0,131.6,15.5,1011.7,0.3979400086720376
1900523,2016-08-14,107.0,"2129,1009",254594.0,816.0064,5362.0,17.185898,32484.0,208.23077,29128.0,186.71794,1156732.0,7414.9487,5789.0,37.108974,1062.0,6.8076925,6010.0,38.525642,20640.0,132.3077,-2264051.24289801,1772880.4206071598,16.2,14.5,22.7,0.0,0.0,335.2,13.7,1013.2,2.03342375548695
1908214,2016-07-28,3.6,2149,309766.0,992.8397,8124.0,26.038462,37377.0,239.59616,32497.0,208.3141,1108030.0,7102.7563,5448.0,34.923077,1986.0,12.730769,7900.0,50.641026,26760.0,171.53847,-2263676.24289801,1792005.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,0.6627578316815741
1908261,2016-08-14,6.6,"1009,2129",187632.0,555.12427,8470.0,25.059172,35086.0,207.60947,31152.0,184.33136,1218378.0,7209.3374,9730.0,57.573963,1172.0,6.9349113,6310.0,37.337276,40460.0,239.40828,-2263676.24289801,1774380.4206071598,16.2,14.5,22.7,0.0,0.0,335.2,13.7,1013.2,0.8808135922807914
1915955,2016-07-28,3.6,2149,297930.0,954.9039,6704.0,21.487179,41354.0,265.08975,36514.0,234.0641,1111786.0,7126.8335,6923.0,44.378204,1306.0,8.371795,6345.0,40.673077,27210.0,174.42308,-2263301.24289801,1792380.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,0.6627578316815741
1915956,2016-07-28,3.6,2149,265742.0,922.7153,6528.0,22.666666,40362.0,280.29166,36520.0,253.61111,1029322.0,7148.0693,5667.0,39.354168,1308.0,9.083333,5490.0,38.125,22260.0,154.58333,-2263301.24289801,1792005.4206071598,15.4,16.0,23.9,0.0,0.0,300.8,11.9,1011.8,0.6627578316815741
1915978,2016-08-09,1.5,1003,169024.0,586.8889,9302.0,32.29861,20405.0,141.70139,17849.0,123.951385,1013618.0,7039.0137,13702.0,95.15278,1037.0,7.201389,6720.0,46.666668,55400.0,384.72223,-2263301.24289801,1783755.4206071598,16.0,13.6,22.2,0.0,0.0,131.6,15.5,1011.7,0.3979400086720376
1915992,2016-08-18,31.0,854,214934.0,746.2986,9746.0,33.84028,41651.0,289.24304,37290.0,258.95834,1073991.0,7458.271,5715.0,39.6875,541.0,3.7569444,4885.0,33.92361,14830.0,102.986115,-2263301.24289801,1778505.4206071598,16.0,14.3,21.2,0.0,0.0,163.8,11.2,1011.9,1.505149978319906
1915994,2016-08-09,8.4,1003,136360.0,473.47223,9744.0,33.833332,33616.0,233.44444,30017.0,208.45139,1034549.0,7184.368,6045.0,41.979168,1462.0,10.152778,6505.0,45.17361,26390.0,183.26389,-2263301.24289801,1777755.4206071598,16.0,13.6,22.2,0.0,0.0,131.6,15.5,1011.7,0.9731278535996988
1916001,2016-08-17,4.4,912,89014.0,285.30127,9984.0,32.0,25235.0,161.76282,21577.0,138.3141,1113249.0,7136.2114,11150.0,71.47436,1186.0,7.6025643,6910.0,44.294872,48240.0,309.23077,-2263301.24289801,1775130.4206071598,15.5,14.9,20.4,0.0,0.0,344.2,12.6,1010.1,0.7323937598229685
1931438,2016-08-01,2.8,913,225802.0,784.0347,6934.0,24.07639,27361.0,190.00694,22562.0,156.68056,1015096.0,7049.278,6075.0,42.1875,2245.0,15.590278,8965.0,62.256943,30510.0,211.875,-2262551.24289801,1792755.4206071598,16.7,16.1,21.9,0.0,0.0,206.9,12.2,1014.9,0.5797835966168101
1931442,2016-07-31,2.7,932,225090.0,781.5625,7294.0,25.32639,26773.0,185.92361,22026.0,152.95833,1021140.0,7091.25,6667.0,46.29861,2006.0,13.930555,8490.0,58.958332,33140.0,230.13889,-2262551.24289801,1791255.4206071598,15.6,16.8,24.8,0.0,0.0,169.5,11.9,1011.5,0.568201724066995
1931445,2016-07-27,134.2,2208,277702.0,890.0705,8174.0,26.198717,46820.0,300.1282,42745.0,274.0064,1118191.0,7167.891,3831.0,24.557692,615.0,3.9423077,3155.0,20.22436,14390.0,92.24359,-2262551.24289801,1790130.4206071598,15.5,15.9,23.1,0.0,0.0,292.5,11.2,1011.6,2.130976691605617
1931445,2016-07-30,141.6,2111,277702.0,890.0705,8174.0,26.198717,46820.0,300.1282,42745.0,274.0064,1118191.0,7167.891,3831.0,24.557692,615.0,3.9423077,3155.0,20.22436,14390.0,92.24359,-2262551.24289801,1790130.4206071598,14.8,16.0,23.8,0.0,0.0,303.6,11.2,1009.3,2.154119525515847
1931452,2016-07-30,12.6,950,244740.0,849.7917,8888.0,30.86111,38192.0,265.22223,33964.0,235.86111,1029898.0,7152.0693,3114.0,21.625,1400.0,9.722222,5880.0,40.833332,14760.0,102.5,-2262551.24289801,1787505.4206071598,14.8,16.0,23.8,0.0,0.0,303.6,11.2,1009.3,1.1335389083702174
1931465,2016-08-09,7.8,1003,253250.0,811.6987,8136.0,26.076923,33562.0,215.14102,30981.0,198.59616,1119518.0,7176.3975,7023.0,45.01923,1390.0,8.910256,6670.0,42.75641,26600.0,170.51282,-2262551.24289801,1782630.4206071598,16.0,13.6,22.2,0.0,0.0,131.6,15.5,1011.7,0.9444826721501688
1931478,2016-08-10,0.6,944,120922.0,419.86804,7276.0,25.26389,23600.0,163.88889,19480.0,135.27777,1033622.0,7177.9307,11576.0,80.388885,1187.0,8.243055,7100.0,49.305557,50320.0,349.44446,-2262551.24289801,1777755.4206071598,15.4,13.3,22.8,0.0,0.0,130.0,10.4,1013.7,0.2041199826559248
1939196,2016-07-31,2.3,932,255580.0,819.1667,8234.0,26.391026,51487.0,330.04486,45671.0,292.76282,1196712.0,7671.231,1908.0,12.230769,1016.0,6.5128207,4550.0,29.166666,9420.0,60.384617,-2262176.24289801,1786755.4206071598,15.6,16.8,24.8,0.0,0.0,169.5,11.9,1011.5,0.5185139398778874
1939207,2016-08-14,2.1,"1009,1009",224808.0,665.1124,9960.0,29.467455,38214.0,226.11835,34751.0,205.62721,1219684.0,7217.065,10518.0,62.236687,1260.0,7.4556212,6965.0,41.213017,39030.0,230.94675,-2262176.24289801,1782630.4206071598,16.2,14.5,22.7,0.0,0.0,335.2,13.7,1013.2,0.4913616938342727
1939222,2016-08-17,14.5,"2214,1053,2214",215232.0,689.8461,10380.0,33.26923,29891.0,191.60898,26610.0,170.57692,1103416.0,7073.1797,13391.0,85.839745,554.0,3.5512822,5580.0,35.76923,39880.0,255.64102,-2262176.24289801,1777005.4206071598,15.5,14.9,20.4,0.0,0.0,344.2,12.6,1010.1,1.1903316981702914
1946346,2016-05-18,2.1,2040,0.0,0.0,0.0,0.0,8820.0,30.625,8546.0,29.67361,2114736.0,7342.8335,840.0,2.9166667,20.0,0.06944445,430.0,1.4930556,1900.0,6.5972223,-2261801.24289801,2008755.42060716,18.5,12.2,25.0,0.0,0.0,297.5,14.1,1012.2,0.4913616938342727
1946639,2016-08-12,0.7,1046,30506.0,195.55128,1811.0,11.608974,7258.0,23.262821,7258.0,23.262821,2281642.0,7312.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2261801.24289801,1898880.42060716,19.2,16.1,25.0,0.0,0.0,333.2,10.1,1016.8,0.2304489213782739
1946639,2016-11-21,0.7,1053,30506.0,195.55128,1811.0,11.608974,7258.0,23.262821,7258.0,23.262821,2281642.0,7312.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2261801.24289801,1898880.42060716,12.6,8.9,17.2,0.0,0.0,295.8,6.1,1018.1,0.2304489213782739
1946640,2016-04-29,0.7,1016,28504.0,197.94444,1940.0,13.472222,8224.0,28.555555,8030.0,27.881945,2123108.0,7371.903,736.0,2.5555556,76.0,0.2638889,620.0,2.1527777,4160.0,14.444445,-2261801.24289801,1898505.42060716,15.1,9.4,22.2,0.0,0.0,233.3,12.6,1016.3,0.2304489213782739
1946640,2016-06-10,0.4,1028,28504.0,197.94444,1940.0,13.472222,8224.0,28.555555,8030.0,27.881945,2123108.0,7371.903,736.0,2.5555556,76.0,0.2638889,620.0,2.1527777,4160.0,14.444445,-2261801.24289801,1898505.42060716,18.3,12.8,23.9,0.0,0.0,268.3,12.6,1015.4,0.146128035678238
1946931,2016-07-29,9.3,2130,366422.0,1174.4294,5504.0,17.641026,41338.0,264.98718,36532.0,234.17949,1123592.0,7202.5127,6328.0,40.564102,1161.0,7.4423075,5650.0,36.21795,23320.0,149.48718,-2261801.24289801,1789380.4206071598,15.2,15.0,23.5,0.0,0.0,297.0,10.8,1010.0,1.0128372247051722
1954057,2016-12-01,4.0,2046,0.0,0.0,0.0,0.0,59096.0,174.84024,48262.0,142.78699,2401600.0,7105.3257,8754.0,25.899408,3232.0,9.56213,15590.0,46.12426,73460.0,217.33728,-2261426.24289801,2020380.42060716,7.8,1.0,15.0,0.0,0.0,326.7,6.7,1019.4,0.6989700043360189
1954676,2016-07-30,11.5,950,323268.0,1036.1154,4750.0,15.224359,43125.0,276.44232,38055.0,243.9423,1147093.0,7353.16,5335.0,34.19872,1251.0,8.019231,6415.0,41.121796,31950.0,204.8077,-2261426.24289801,1788255.4206071598,14.8,16.0,23.8,0.0,0.0,303.6,11.2,1009.3,1.0969100130080565
1954677,2016-07-31,1.3,932,374686.0,1108.5385,6372.0,18.852072,35116.0,207.78699,30717.0,181.7574,1206202.0,7137.29,9277.0,54.89349,1239.0,7.331361,7335.0,43.402367,42930.0,254.02367,-2261426.24289801,1787880.4206071598,15.6,16.8,24.8,0.0,0.0,169.5,11.9,1011.5,0.3617278360175928
1954679,2016-07-31,5.4,932,315280.0,932.78107,10850.0,32.100594,46314.0,274.04733,40922.0,242.14201,1213894.0,7182.8047,1582.0,9.360947,1177.0,6.964497,4810.0,28.461538,10800.0,63.905327,-2261426.24289801,1787130.4206071598,15.6,16.8,24.8,0.0,0.0,169.5,11.9,1011.5,0.8061799739838872
1954685,2016-08-04,8.1,957,254224.0,752.142,9764.0,28.887573,41688.0,246.67456,37559.0,222.2426,1224301.0,7244.385,8616.0,50.98225,531.0,3.142012,6205.0,36.715977,20590.0,121.83432,-2261426.24289801,1784880.4206071598,15.1,15.6,21.6,0.0,0.0,291.3,14.0,1014.3,0.9590413923210936
1954689,2016-08-07,20.6,2201,239580.0,708.8166,9678.0,28.633137,51593.0,305.28403,47973.0,283.8639,1228353.0,7268.361,6085.0,36.005917,914.0,5.408284,4460.0,26.390533,22960.0,135.85799,-2261426.24289801,1783380.4206071598,15.8,12.8,22.3,0.0,0.0,310.7,14.8,1012.7,1.334453751150931
1954702,2016-08-20,2.0,957,218030.0,698.8141,11164.0,35.78205,31923.0,204.63461,28493.0,182.64743,1140774.0,7312.654,7488.0,48.0,567.0,3.6346154,4740.0,30.384615,22300.0,142.94872,-2261426.24289801,1778505.4206071598,16.1,13.4,20.8,0.0,0.0,292.9,12.2,1014.3,0.4771212547196624
1962433,2016-08-09,3.1,1003,238810.0,765.4167,9136.0,29.282051,41129.0,263.64743,37493.0,240.33974,1129196.0,7238.436,5029.0,32.23718,1148.0,7.3589745,5880.0,37.692307,18200.0,116.666664,-2261051.24289801,1782630.4206071598,16.0,13.6,22.2,0.0,0.0,131.6,15.5,1011.7,0.6127838567197355
1962446,2016-08-18,8.9,"1034,2155,2155,854",277630.0,963.99304,8198.0,28.465279,45989.0,319.36804,42078.0,292.20834,1031820.0,7165.4165,1662.0,11.541667,1216.0,8.444445,4935.0,34.270832,11830.0,82.15278,-2261051.24289801,1777755.4206071598,16.0,14.4,19.4,0.0,0.0,163.8,11.2,1011.9,0.99563519459755
1970150,2016-08-01,1.0,1053,204058.0,654.03204,8038.0,25.762821,29821.0,191.16026,25008.0,160.3077,1100943.0,7057.327,8003.0,51.30128,1869.0,11.980769,8500.0,54.48718,35100.0,225.0,-2260676.24289801,1792005.4206071598,16.7,16.1,21.9,0.0,0.0,206.9,12.2,1014.9,0.3010299956639812
1970156,2016-08-02,2.8,854,262724.0,842.0641,8520.0,27.307692,39120.0,250.76923,34642.0,222.0641,1110557.0,7118.955,7523.0,48.224358,1411.0,9.044871,6885.0,44.134617,29750.0,190.70512,-2260676.24289801,1789755.4206071598,16.6,15.8,21.7,0.0,0.0,218.8,11.5,1015.1,0.5797835966168101
1970166,2016-08-01,3.0,"1053,2033",268660.0,861.0897,9030.0,28.942308,33696.0,216.0,29878.0,191.52563,1104347.0,7079.1475,4213.0,27.00641,1337.0,8.570513,6365.0,40.80128,21090.0,135.1923,-2260676.24289801,1786005.4206071598,16.7,16.1,21.9,0.0,0.0,206.9,12.2,1014.9,0.6020599913279624
1970168,2016-08-03,28.5,1015,283740.0,909.4231,9988.0,32.01282,41313.0,264.82693,37590.0,240.96153,1112945.0,7134.2627,4051.0,25.967949,1435.0,9.198718,6380.0,40.897434,18340.0,117.5641,-2260676.24289801,1785255.4206071598,15.3,14.9,23.1,0.0,0.0,316.6,13.7,1015.7,1.469822015978163
1970188,2016-08-18,6.7,1034,328740.0,1053.6538,8424.0,27.0,35080.0,224.8718,32073.0,205.59616,1116436.0,7156.641,1785.0,11.442307,1429.0,9.160256,5630.0,36.089745,11220.0,71.92308,-2260676.24289801,1777755.4206071598,16.0,14.4,19.4,0.0,0.0,163.8,11.2,1011.9,0.8864907251724818
1970191,2016-08-17,156.8,"2214,2214",277576.0,821.2308,11032.0,32.639053,55484.0,328.30768,50074.0,296.29587,1252835.0,7413.2246,3508.0,20.757397,736.0,4.3550296,5520.0,32.662724,10920.0,64.61539,-2260676.24289801,1776630.4206071598,15.5,12.2,21.1,0.0,0.0,344.2,12.6,1010.1,2.198106998873401
1975885,2016-10-22,0.8,1014,0.0,0.0,0.0,0.0,67364.0,215.91026,58038.0,186.01923,2244172.0,7192.859,10958.0,35.121796,5924.0,18.987179,18530.0,59.391026,50140.0,160.70512,-2260301.24289801,2544630.42060716,12.3,8.0,17.0,0.0,0.0,171.9,11.6,1013.1,0.255272505103306
1977896,2016-08-01,5.5,1053,208658.0,724.50696,7580.0,26.319445,44423.0,308.49304,40128.0,278.66666,1030657.0,7157.3403,6376.0,44.27778,1222.0,8.486111,5330.0,37.01389,21700.0,150.69444,-2260301.24289801,1790505.4206071598,16.7,16.1,21.9,0.0,0.0,206.9,12.2,1014.9,0.8129133566428556
1977910,2016-08-03,11.9,1015,292284.0,1014.875,8068.0,28.01389,38921.0,270.28473,35005.0,243.09027,1065912.0,7402.1665,3447.0,23.9375,1250.0,8.680555,5555.0,38.57639,16630.0,115.486115,-2260301.24289801,1785255.4206071598,15.3,14.9,23.1,0.0,0.0,316.6,13.7,1015.7,1.110589710299249
1985636,2016-08-01,9.2,"2033,1053",263300.0,843.9103,6872.0,22.02564,25962.0,166.42308,20525.0,131.57051,1096202.0,7026.936,6822.0,43.73077,2030.0,13.01282,9290.0,59.55128,36800.0,235.89743,-2259926.24289801,1791255.4206071598,16.7,16.1,21.9,0.0,0.0,206.9,12.2,1014.9,1.0086001717619175
1985659,2016-08-07,6.9,2021,411610.0,1217.781,10012.0,29.621302,36215.0,214.28995,32243.0,190.78699,1210269.0,7161.355,5557.0,32.881657,1748.0,10.343195,7910.0,46.804733,26520.0,156.92308,-2259926.24289801,1782630.4206071598,15.8,13.3,20.6,0.0,0.0,310.7,14.8,1012.7,0.8976270912904415
1993372,2016-08-03,2.7,"1015,1956,1956",118482.0,411.39584,8672.0,30.11111,33859.0,235.13194,29632.0,205.77777,1035225.0,7189.0625,4508.0,31.305555,1020.0,7.0833335,5195.0,36.07639,22310.0,154.93056,-2259551.24289801,1793505.4206071598,15.3,14.9,23.1,0.0,0.0,316.6,13.7,1015.7,0.568201724066995
1993389,2016-08-01,3.6,"913,913",332784.0,1066.6154,8152.0,26.128204,45338.0,290.6282,40916.0,262.28204,1121557.0,7189.468,10678.0,68.448715,1002.0,6.423077,5860.0,37.564102,36460.0,233.71794,-2259551.24289801,1787130.4206071598,16.7,15.0,20.6,0.0,0.0,206.9,12.2,1014.9,0.6627578316815741
1993413,2016-08-20,10.2,"957,2117",293150.0,939.5833,9344.0,29.948717,45074.0,288.93588,40382.0,258.85898,1170241.0,7501.545,4069.0,26.083334,1387.0,8.891026,6530.0,41.858974,17260.0,110.64103,-2259551.24289801,1778130.4206071598,16.1,13.9,20.6,0.0,0.0,292.9,12.2,1014.3,1.0492180226701815
1993423,2016-08-22,6.0,2039,139020.0,445.57693,9560.0,30.641026,43484.0,278.7436,39357.0,252.28847,1129780.0,7242.1797,3786.0,24.26923,1619.0,10.378205,6715.0,43.044872,18790.0,120.448715,-2259551.24289801,1774380.4206071598,16.7,14.4,20.6,0.0,0.0,312.8,12.2,1012.8,0.8450980400142568
2001124,2016-08-04,6.9,957,200936.0,644.02563,9892.0,31.705128,26679.0,171.01923,22203.0,142.32692,1097825.0,7037.34,14172.0,90.84615,1474.0,9.448718,9110.0,58.397434,52360.0,335.64102,-2259176.24289801,1789755.4206071598,15.1,12.8,19.4,0.0,0.0,291.3,14.0,1014.3,0.8976270912904415
2001137,2016-08-03,32.7,2136,422180.0,1249.0532,8994.0,26.609467,45440.0,268.87573,40474.0,239.49112,1207225.0,7143.3433,5099.0,30.171598,1637.0,9.686391,7340.0,43.431953,23900.0,141.42012,-2259176.24289801,1784880.4206071598,15.3,12.2,20.0,0.0,0.0,316.6,13.7,1015.7,1.5276299008713388
2001148,2016-08-18,8.3,2014,306808.0,983.35895,11424.0,36.615383,30573.0,195.98077,27483.0,176.17308,1112242.0,7129.7563,3572.0,22.897436,1501.0,9.621795,6810.0,43.653847,21220.0,136.02563,-2259176.24289801,1780755.4206071598,16.0,14.4,19.4,0.0,0.0,163.8,11.2,1011.9,0.9684829485539352
2001166,2016-08-23,10.1,"2020,1040",145416.0,466.07693,9562.0,30.647436,44520.0,285.3846,40378.0,258.83334,1122085.0,7192.8525,4444.0,28.487179,1591.0,10.198718,6575.0,42.147434,21390.0,137.11539,-2259176.24289801,1774005.4206071598,16.9,15.0,21.7,0.0,0.0,307.5,11.9,1018.2,1.0453229787866574
2008864,2016-08-02,1.7,854,216204.0,750.7083,7690.0,26.70139,40566.0,281.70834,37045.0,257.25696,1031912.0,7166.0557,4529.0,31.45139,603.0,4.1875,2990.0,20.76389,15420.0,107.083336,-2258801.24289801,1790505.4206071598,16.6,13.3,21.1,0.0,0.0,218.8,11.5,1015.1,0.4313637641589873
2008875,2016-08-01,1.4,"913,913,1053",336202.0,1077.5706,5410.0,17.339743,40326.0,258.5,35380.0,226.79488,1118920.0,7172.564,5930.0,38.01282,1385.0,8.878205,6505.0,41.69872,23150.0,148.39743,-2258801.24289801,1786380.4206071598,16.7,15.0,20.6,0.0,0.0,206.9,12.2,1014.9,0.380211241711606
2008886,2016-08-17,19.7,2033,282860.0,982.1528,10148.0,35.23611,21184.0,147.11111,19061.0,132.36806,1031786.0,7165.1807,4765.0,33.09028,1562.0,10.847222,7410.0,51.458332,26160.0,181.66667,-2258801.24289801,1782255.4206071598,15.5,12.2,21.1,0.0,0.0,344.2,12.6,1010.5,1.3159703454569178
2008909,2016-08-23,2.2,"900,2020",152562.0,488.98077,9774.0,31.326923,38132.0,244.4359,33951.0,217.63461,1107107.0,7096.84,6698.0,42.935898,1297.0,8.314102,6580.0,42.179485,28880.0,185.1282,-2258801.24289801,1773630.4206071598,16.9,15.0,21.7,0.0,0.0,307.5,11.9,1018.2,0.505149978319906
2008925,2016-09-03,9.6,"2014,2154,853,2014",309928.0,993.35895,9020.0,28.910257,36716.0,235.35898,33614.0,215.47437,1115976.0,7153.6924,7604.0,48.74359,937.0,6.00641,5495.0,35.224358,28830.0,184.8077,-2258801.24289801,1767630.4206071598,15.5,13.9,18.3,0.0,0.0,150.9,18.4,1011.9,1.0253058652647702
2016607,2016-08-06,9.5,2039,195188.0,577.4793,11178.0,33.071007,43496.0,257.37277,39024.0,230.91124,1210243.0,7161.201,7565.0,44.763313,1535.0,9.08284,7165.0,42.39645,31450.0,186.09468,-2258426.24289801,1790130.4206071598,15.1,13.3,18.9,0.0,0.0,132.7,12.2,1012.9,1.021189299069938
2016636,2016-09-08,0.9,1040,265876.0,852.1667,9800.0,31.410257,22972.0,147.25641,20416.0,130.8718,1104843.0,7082.327,4363.0,27.967949,902.0,5.782051,5000.0,32.05128,18780.0,120.38461,-2258426.24289801,1779255.4206071598,15.9,13.9,20.6,0.0,0.0,231.0,13.7,1018.6,0.2787536009528289
2024350,2016-08-02,2.2,1034,127380.0,442.29166,6996.0,24.291666,20711.0,143.82639,17219.0,119.576385,1040057.0,7222.618,10266.0,71.291664,1575.0,10.9375,8510.0,59.09722,47360.0,328.8889,-2258051.24289801,1789755.4206071598,16.6,13.3,21.1,0.0,0.0,218.8,11.5,1015.1,0.505149978319906
2024355,2016-08-01,2.3,913,202200.0,648.0769,7330.0,23.49359,23749.0,152.23718,20499.0,131.40384,1117036.0,7160.4873,14412.0,92.38461,1232.0,7.8974357,7810.0,50.064102,56840.0,364.35898,-2258051.24289801,1787880.4206071598,16.7,15.0,20.6,0.0,0.0,206.9,12.2,1014.9,0.5185139398778874
2024356,2016-08-02,2.4,854,214502.0,744.7986,8720.0,30.277779,31755.0,220.52083,28474.0,197.73611,1026313.0,7127.174,7112.0,49.38889,1260.0,8.75,6450.0,44.791668,28960.0,201.11111,-2258051.24289801,1787505.4206071598,16.6,13.3,21.1,0.0,0.0,218.8,11.5,1015.1,0.5314789170422551
2024361,2016-08-05,2.2,938,295098.0,945.8269,8554.0,27.416666,40085.0,256.95514,36884.0,236.4359,1126542.0,7221.423,6672.0,42.76923,1150.0,7.3717947,5780.0,37.05128,26460.0,169.61539,-2258051.24289801,1785630.4206071598,15.7,13.9,20.0,0.0,0.0,278.2,12.6,1012.3,0.505149978319906
2024370,2016-08-17,208.4,2033,217012.0,753.5139,8320.0,28.88889,36738.0,255.125,33960.0,235.83333,1034925.0,7186.979,9328.0,64.77778,691.0,4.798611,5065.0,35.17361,27670.0,192.15277,-2258051.24289801,1782255.4206071598,15.5,12.2,21.1,0.0,0.0,344.2,12.6,1010.5,2.3209766773428235
2024379,2016-09-08,1.0,1040,250064.0,801.4872,8788.0,28.166666,21383.0,137.07051,18774.0,120.34615,1102254.0,7065.731,4400.0,28.205128,1165.0,7.467949,6030.0,38.653847,22760.0,145.89743,-2258051.24289801,1778880.4206071598,15.9,13.9,20.6,0.0,0.0,231.0,13.7,1018.6,0.3010299956639812
2032094,2016-08-02,2.7,854,183948.0,589.5769,9648.0,30.923077,23297.0,149.33974,19332.0,123.92308,1096553.0,7029.186,9900.0,63.46154,1601.0,10.26282,8640.0,55.384617,43040.0,275.89743,-2257676.24289801,1789005.4206071598,16.6,13.3,21.1,0.0,0.0,218.8,11.5,1015.1,0.568201724066995
2032098,2016-08-03,2.6,1015,195650.0,627.0833,7560.0,24.23077,23751.0,152.25,20441.0,131.03206,1109962.0,7115.141,12840.0,82.30769,1221.0,7.826923,7720.0,49.48718,55200.0,353.84616,-2257676.24289801,1787505.4206071598,15.3,12.2,20.0,0.0,0.0,316.6,13.7,1015.7,0.5563025007672873
2032151,2016-09-03,8.3,2014,247168.0,731.2663,5780.0,17.100592,30108.0,178.15384,26653.0,157.71005,1241669.0,7347.154,8435.0,49.911243,504.0,2.9822485,6980.0,41.301777,20280.0,120.0,-2257676.24289801,1767630.4206071598,15.5,13.9,18.3,0.0,0.0,150.9,18.4,1011.9,0.9684829485539352
2039843,2016-08-03,28.8,2136,235326.0,754.25,6906.0,22.134615,31609.0,202.6218,27873.0,178.67308,1138721.0,7299.4937,6163.0,39.50641,1122.0,7.1923075,6790.0,43.525642,26700.0,171.15384,-2257301.24289801,1786380.4206071598,15.3,12.2,20.0,0.0,0.0,316.6,13.7,1015.7,1.4742162640762553
2039853,2016-08-17,60.8,"2214,2033",240014.0,769.27563,9484.0,30.397436,47385.0,303.75,43428.0,278.3846,1118987.0,7172.9937,7905.0,50.673077,680.0,4.3589745,4880.0,31.282051,20680.0,132.5641,-2257301.24289801,1782630.4206071598,15.5,12.2,21.1,0.0,0.0,344.2,12.6,1010.5,1.790988475088816
2039861,2016-08-24,6.1,1022,204668.0,655.9872,8160.0,26.153847,32495.0,208.30128,28246.0,181.0641,1133803.0,7267.968,10326.0,66.19231,918.0,5.8846154,5745.0,36.826923,41870.0,268.39743,-2257301.24289801,1779630.4206071598,16.7,14.4,21.1,0.0,0.0,289.6,12.6,1018.2,0.8512583487190752
2047574,2016-08-06,3.2,"919,2039",169100.0,541.9872,7838.0,25.121796,29673.0,190.21153,26152.0,167.64102,1106984.0,7096.0513,4272.0,27.384615,1821.0,11.673077,8055.0,51.634617,23250.0,149.03847,-2256926.24289801,1790505.4206071598,15.1,13.3,18.9,0.0,0.0,132.7,12.2,1012.9,0.6232492903979004
2047590,2016-08-19,2.0,1015,346890.0,1111.8269,8090.0,25.929487,46073.0,295.33975,41787.0,267.8654,1125065.0,7211.955,2528.0,16.205128,1172.0,7.5128207,4885.0,31.314102,12570.0,80.57692,-2256926.24289801,1784505.4206071598,15.8,13.9,20.0,0.0,0.0,327.6,10.1,1012.4,0.4771212547196624
2047590,2016-08-19,2.0,1015,346890.0,1111.8269,8090.0,25.929487,46073.0,295.33975,41787.0,267.8654,1125065.0,7211.955,2528.0,16.205128,1172.0,7.5128207,4885.0,31.314102,12570.0,80.57692,-2256926.24289801,1784505.4206071598,15.8,13.9,20.0,0.0,0.0,327.6,10.1,1012.4,0.4771212547196624
2047600,2016-08-20,9.8,"2117,956",195762.0,627.4423,9104.0,29.179487,36509.0,234.03206,32916.0,211.0,1123890.0,7204.423,6653.0,42.647434,1040.0,6.6666665,5630.0,36.089745,25640.0,164.35898,-2256926.24289801,1780755.4206071598,16.1,13.9,20.6,0.0,0.0,292.9,12.2,1014.3,1.0334237554869496
2055338,2016-08-18,20.0,"2014,2155",159792.0,554.8333,7644.0,26.541666,26654.0,185.09723,22984.0,159.61111,1043747.0,7248.243,9344.0,64.888885,967.0,6.7152777,5650.0,39.23611,41440.0,287.77777,-2256551.24289801,1782255.4206071598,16.0,14.4,19.4,0.0,0.0,163.8,11.2,1011.9,1.3222192947339193
2063054,2016-08-07,11.9,2201,75604.0,242.32051,7156.0,22.935898,29385.0,188.36539,25709.0,164.80128,1147915.0,7358.4297,9720.0,62.307693,1437.0,9.211538,7810.0,50.064102,43180.0,276.79486,-2256176.24289801,1792005.4206071598,15.8,13.3,20.6,0.0,0.0,310.7,14.8,1012.7,1.110589710299249
